PC6,Aantal Huishoudens,Aantal Inwoners,AVG_GEVOELIG
1097TR,20,30,False
1097TS,15,35,False
1097TT,20,25,False
1097TV,15,25,False
1097TW,10,15,True
1097TX,10,25,True
1097TZ,20,45,False
1097VA,25,40,False
1097VB,10,20,True
1097VC,15,30,False
1097VD,25,40,False
1097VE,30,45,False
1097VG,10,20,True
1097VH,25,45,False
1097VJ,20,30,False
1097VK,20,30,False
1097VL,10,15,True
1097VM,20,50,False
1097VN,20,30,False
1097VP,15,25,False
1097VR,20,30,False
1097VS,20,30,False
1097VT,20,30,False
1097VV,15,25,False
1097VW,25,40,False
1097VX,15,20,False
1097VZ,20,35,False
1097WB,15,25,False
1097WC,20,40,False
1097WD,25,40,False
1097WE,25,40,False
1097WG,10,15,True
1097WH,20,30,False
1097WJ,20,45,False
1097WK,10,20,True
1097WL,20,30,False
1097WN,25,40,False
1097WP,20,35,False
1097WR,20,35,False
1097WS,10,20,True
1097WT,20,35,False
1097WV,25,40,False
1097WX,20,35,False
1097WZ,20,30,False
1097XA,20,30,False
1097XB,25,40,False
1097XC,10,15,True
1097XD,5,15,True
1097XE,15,35,False
1097XG,15,25,False
1097XH,10,15,True
1097XJ,20,35,False
1097XK,15,25,False
1097XL,15,15,False
1097XM,15,20,False
1097XN,20,35,False
1097XP,25,50,False
1097XR,10,20,True
1097XS,25,30,False
1097XT,10,20,True
1097XV,15,30,False
1097XW,10,15,True
1097XX,15,25,False
1097XZ,10,15,True
1097ZA,40,60,False
1097ZB,Onbekend,Onbekend,True
1097ZC,20,35,False
1097ZD,25,40,False
1097ZE,15,25,False
1097ZG,15,40,False
1097ZH,20,30,False
1097ZJ,10,25,True
1097ZK,15,30,False
1097ZL,20,25,False
1097ZM,15,20,False
1097ZN,20,30,False
1097ZP,25,40,False
1097ZR,15,25,False
1097ZS,25,35,False
1097ZT,20,50,False
1097ZV,Onbekend,Onbekend,True
1097ZW,35,55,False
1097ZX,25,30,False
1097ZZ,25,40,False
1098AA,20,30,False
1098AB,20,30,False
1098AC,20,35,False
1098AD,20,40,False
1098AE,25,45,False
1098AG,Onbekend,Onbekend,True
1098AH,15,25,False
1098AJ,15,25,False
1098AK,35,75,False
1098AL,25,40,False
1098AM,15,25,False
1098AN,20,50,False
1098AP,15,40,False
1098AR,15,40,False
1098AS,15,45,False
1098AT,15,35,False
1098AV,Onbekend,Onbekend,True
1098AW,15,20,False
1098AX,25,30,False
1098AZ,5,15,True
1098BA,15,20,False
1098BB,15,30,False
1098BC,15,20,False
1098BD,20,35,False
1098BE,20,45,False
1098BG,30,60,False
1098BH,15,30,False
1098BJ,30,50,False
1098BK,20,45,False
1098BL,20,40,False
1098BM,25,50,False
1098BN,15,35,False
1098BP,5,15,True
1098BR,15,30,False
1098BS,20,50,False
1098BT,20,35,False
1098BV,10,20,True
1098BW,15,40,False
1098BX,15,35,False
1098BZ,10,25,True
1098CA,20,40,False
1098CB,20,35,False
1098CC,15,40,False
1098CD,25,55,False
1098CE,10,30,True
1098CG,10,35,True
1098CH,20,45,False
1098CJ,15,45,False
1098CK,20,35,False
1098CL,15,40,False
1098CM,35,65,False
1098CN,20,40,False
1098CP,20,40,False
1098CR,15,40,False
1098CS,10,20,True
1098CT,25,40,False
1098CV,30,55,False
1098CW,15,40,False
1098CX,15,45,False
1098CZ,30,45,False
1098EA,15,35,False
1098EB,20,50,False
1098EC,25,50,False
1098ED,20,30,False
1098EE,20,40,False
1098EG,15,30,False
1098EH,20,45,False
1098EJ,30,55,False
1098EK,25,65,False
1098EL,25,45,False
1098EM,10,25,True
1098EN,15,35,False
1098EP,15,30,False
1098ER,20,40,False
1098ES,25,45,False
1098ET,20,30,False
1098EV,25,45,False
1098EW,25,60,False
1098EX,25,65,False
1098EZ,15,35,False
1098GA,20,45,False
1098GB,20,35,False
1098GC,20,45,False
1098GD,25,45,False
1098GE,20,40,False
1098GG,15,30,False
1098GH,15,30,False
1098GJ,15,30,False
1098GK,20,45,False
1098GL,15,35,False
1098GM,25,35,False
1098GN,15,45,False
1098GP,20,40,False
1098GR,20,55,False
1098GS,25,55,False
1098GT,20,50,False
1098GV,15,40,False
1098GW,5,10,True
1098GX,25,60,False
1098GZ,25,55,False
1098HA,20,25,False
1098HB,15,45,False
1098HC,15,30,False
1098HD,25,50,False
1098HE,30,50,False
1098HG,10,20,True
1098HH,20,35,False
1098HJ,20,55,False
1098HK,15,40,False
1098HL,15,35,False
1098HM,15,35,False
1098HN,5,20,True
1098HP,25,30,False
1098HR,25,40,False
1098HS,30,50,False
1098HT,15,45,False
1098HV,15,35,False
1098HW,15,30,False
1098HX,15,25,False
1098HZ,15,40,False
1098JA,15,40,False
1098JB,10,35,True
1098JC,15,40,False
1098JD,20,45,False
1098JE,35,70,False
1098JG,15,40,False
1098JH,15,30,False
1098JJ,20,55,False
1098JK,20,50,False
1098JL,15,40,False
1098JM,15,30,False
1098JN,10,35,True
1098JP,25,45,False
1098JR,35,70,False
1098JS,25,50,False
1098JT,20,55,False
1098JV,20,45,False
1098JW,20,50,False
1098JX,30,50,False
1098JZ,25,30,False
1098KA,25,30,False
1098KB,25,25,False
1098KC,15,25,False
1098KD,15,25,False
1098KE,10,30,True
1098KG,20,40,False
1098KH,15,40,False
1098KJ,20,55,False
1098KK,15,30,False
1098KL,20,30,False
1098KM,20,45,False
1098KN,30,55,False
1098KP,15,35,False
1098KR,20,45,False
1098KS,20,50,False
1098KT,25,45,False
1098KV,20,45,False
1098KW,20,35,False
1098KX,20,50,False
1098KZ,15,35,False
1098LA,20,30,False
1098LB,25,45,False
1098LC,20,40,False
1098LD,15,40,False
1098LE,5,10,True
1098LG,20,30,False
1098LH,20,35,False
1098LJ,25,70,False
1098LK,20,35,False
1098LL,20,30,False
1098LM,20,30,False
1098LN,15,30,False
1098LP,15,40,False
1098LR,15,45,False
1098LS,15,40,False
1098LT,15,35,False
1098LV,15,55,False
1098LW,10,25,True
1098LX,15,40,False
1098LZ,20,50,False
1098NA,25,70,False
1098NB,20,60,False
1098NC,15,40,False
1098ND,15,35,False
1098NE,20,50,False
1098NG,25,50,False
1098NH,20,40,False
1098NJ,20,40,False
1098NK,10,30,True
1098NL,15,40,False
1098NM,15,40,False
1098NN,15,45,False
1098NP,20,35,False
1098NR,25,65,False
1098NS,20,45,False
1098NT,10,25,True
1098NV,15,35,False
1098NW,20,50,False
1098NX,15,45,False
1098NZ,20,55,False
1098PA,25,70,False
1098PB,15,35,False
1098PC,15,50,False
1098PD,20,55,False
1098PE,15,40,False
1098PG,20,50,False
1098PH,20,55,False
1098PJ,20,35,False
1098PK,10,20,True
1098PL,15,35,False
1098PM,15,25,False
1098PN,15,35,False
1098PP,15,30,False
1098PR,20,30,False
1098PS,10,25,True
1098PT,30,40,False
1098PV,20,60,False
1098PW,15,40,False
1098PX,15,50,False
1098PZ,15,20,False
1098RA,10,25,True
1098RB,20,35,False
1098RC,10,20,True
1098RD,15,25,False
1098RE,20,30,False
1098RG,20,30,False
1098RH,15,35,False
1098RJ,25,55,False
1098RK,25,65,False
1098RL,20,40,False
1098RM,20,35,False
1098RN,15,40,False
1098RP,20,35,False
1098RR,25,45,False
1098RS,25,40,False
1098RT,10,25,True
1098RV,15,35,False
1098RW,20,40,False
1098RX,25,40,False
1098RZ,20,35,False
1098SB,20,30,False
1098SC,Onbekend,Onbekend,True
1098SE,20,40,False
1098SG,20,35,False
1098SH,10,25,True
1098SJ,245,250,False
1098SK,20,40,False
1098SL,20,45,False
1098SM,Onbekend,Onbekend,True
1098SN,25,50,False
1098SP,30,50,False
1098SR,25,55,False
1098ST,30,40,False
1098SV,25,40,False
1098SW,30,50,False
1098SX,25,35,False
1098SZ,20,35,False
1098TA,35,55,False
1098TB,15,35,False
1098TC,20,30,False
1098TD,25,45,False
1098TE,15,30,False
1098TG,15,25,False
1098TH,15,25,False
1098TJ,25,40,False
1098TK,25,45,False
1098TL,10,25,True
1098TM,15,35,False
1098TN,25,40,False
1098TP,30,55,False
1098TR,25,50,False
1098TS,20,40,False
1098TT,15,30,False
1098TV,20,35,False
1098TW,10,30,True
1098TX,15,25,False
1098TZ,Onbekend,Onbekend,True
1098VC,Onbekend,Onbekend,True
1098VD,25,40,False
1098VE,20,25,False
1098VG,20,20,False
1098VH,20,25,False
1098VJ,20,35,False
1098VK,15,25,False
1098VM,25,40,False
1098VS,35,100,False
1098VT,30,85,False
1098VV,30,80,False
1098VW,25,70,False
1098VX,30,75,False
1098VZ,25,65,False
1098WB,40,105,False
1098WC,50,130,False
1098WD,45,100,False
1098WE,50,130,False
1098WG,20,40,False
1098WH,50,85,False
1098WJ,45,75,False
1098WK,45,75,False
1098WL,35,65,False
1098WN,40,70,False
1098WP,35,65,False
1098WR,40,75,False
1098WS,30,60,False
1098WT,30,70,False
1098XA,385,730,False
1098XB,205,390,False
1098XC,275,300,False
1098XD,255,285,False
1098XE,275,320,False
1098XG,Onbekend,Onbekend,True
1098XH,Onbekend,Onbekend,True
1098XJ,Onbekend,Onbekend,True
1098XK,600,650,False
1098XL,Onbekend,Onbekend,True
1101AA,Onbekend,Onbekend,True
1101AE,Onbekend,Onbekend,True
1101AG,Onbekend,Onbekend,True
1101AH,Onbekend,Onbekend,True
1101AJ,Onbekend,Onbekend,True
1101AK,Onbekend,Onbekend,True
1101AM,Onbekend,Onbekend,True
1101AN,Onbekend,Onbekend,True
1101AP,Onbekend,Onbekend,True
1101AR,Onbekend,Onbekend,True
1101AS,Onbekend,Onbekend,True
1101AT,Onbekend,Onbekend,True
1101AV,Onbekend,Onbekend,True
1101AW,Onbekend,Onbekend,True
1101AX,Onbekend,Onbekend,True
1101BA,15,15,False
1101BB,Onbekend,Onbekend,True
1101BC,Onbekend,Onbekend,True
1101BD,Onbekend,Onbekend,True
1101BE,Onbekend,Onbekend,True
1101BG,Onbekend,Onbekend,True
1101BH,Onbekend,Onbekend,True
1101BK,Onbekend,Onbekend,True
1101BL,Onbekend,Onbekend,True
1101BM,Onbekend,Onbekend,True
1101BN,5,5,True
1101BP,Onbekend,Onbekend,True
1101BR,Onbekend,Onbekend,True
1101BS,Onbekend,Onbekend,True
1101BT,Onbekend,Onbekend,True
1101BV,Onbekend,Onbekend,True
1101BW,Onbekend,Onbekend,True
1101BX,Onbekend,Onbekend,True
1101BZ,Onbekend,Onbekend,True
1101CA,Onbekend,Onbekend,True
1101CB,Onbekend,Onbekend,True
1101CC,Onbekend,Onbekend,True
1101CD,Onbekend,Onbekend,True
1101CE,Onbekend,Onbekend,True
1101CG,Onbekend,Onbekend,True
1101CH,5,10,True
1101CJ,Onbekend,Onbekend,True
1101CK,10,10,True
1101CL,Onbekend,Onbekend,True
1101CM,15,15,False
1101CN,Onbekend,Onbekend,True
1101CP,Onbekend,Onbekend,True
1101CR,Onbekend,Onbekend,True
1101CS,Onbekend,Onbekend,True
1101CT,Onbekend,Onbekend,True
1101CV,Onbekend,Onbekend,True
1101CX,Onbekend,Onbekend,True
1101DJ,Onbekend,Onbekend,True
1101DL,Onbekend,Onbekend,True
1101DM,Onbekend,Onbekend,True
1101DS,Onbekend,Onbekend,True
1101DT,Onbekend,Onbekend,True
1101DZ,Onbekend,Onbekend,True
1101EA,Onbekend,Onbekend,True
1101EB,Onbekend,Onbekend,True
1101EC,Onbekend,Onbekend,True
1101ED,Onbekend,Onbekend,True
1101EE,Onbekend,10,True
1101EJ,Onbekend,Onbekend,True
1101EM,Onbekend,Onbekend,True
1101EN,10,10,True
1101EP,Onbekend,Onbekend,True
1101EX,Onbekend,Onbekend,True
1101EZ,Onbekend,Onbekend,True
1101GA,Onbekend,Onbekend,True
1101GB,Onbekend,Onbekend,True
1101GC,Onbekend,Onbekend,True
1101GE,Onbekend,Onbekend,True
1101GG,Onbekend,Onbekend,True
1101GH,Onbekend,Onbekend,True
1101HE,10,10,True
1101HG,Onbekend,Onbekend,True
1102AA,365,515,False
1102AB,120,280,False
1102AC,215,435,False
1102AD,45,115,False
1102AG,25,60,False
1102AH,15,45,False
1102AJ,30,75,False
1102AK,Onbekend,Onbekend,True
1102AL,20,50,False
1102AM,50,140,False
1102AN,Onbekend,Onbekend,True
1102AP,55,100,False
1102AR,20,35,False
1102AS,20,35,False
1102AT,5,20,True
1102AV,80,125,False
1102AW,30,70,False
1102AX,160,375,False
1102AZ,120,325,False
1102BA,420,945,False
1102BC,35,35,False
1102BD,Onbekend,Onbekend,True
1102BE,25,45,False
1102BG,25,30,False
1102BH,30,45,False
1102BK,Onbekend,Onbekend,True
1102BL,560,615,False
1102BM,10,25,True
1102BN,Onbekend,Onbekend,True
1102BP,Onbekend,Onbekend,True
1102BR,Onbekend,Onbekend,True
1102BS,Onbekend,Onbekend,True
1102BV,Onbekend,65,True
1102BW,Onbekend,Onbekend,True
1102BX,Onbekend,Onbekend,True
1102BZ,Onbekend,Onbekend,True
1102CA,30,50,False
1102CB,35,55,False
1102CC,30,50,False
1102CD,30,55,False
1102CE,40,60,False
1102CG,35,60,False
1102CH,30,65,False
1102CJ,30,55,False
1102CK,25,55,False
1102CL,20,55,False
1102CM,35,70,False
1102CN,25,45,False
1102CP,Onbekend,Onbekend,True
1102CR,195,200,False
1102CS,180,195,False
1102CT,Onbekend,Onbekend,True
1102CV,Onbekend,Onbekend,True
1102CW,Onbekend,Onbekend,True
1102CX,335,345,False
1102CZ,120,130,False
1102DA,Onbekend,Onbekend,True
1102DB,Onbekend,Onbekend,True
1102DD,20,30,False
1102DE,20,30,False
1102DG,40,70,False
1102DH,35,60,False
1102DJ,25,35,False
1102DK,Onbekend,Onbekend,True
1102DL,40,60,False
1102DM,35,70,False
1102DN,40,55,False
1102DP,Onbekend,Onbekend,True
1102DR,30,135,False
1102DS,Onbekend,Onbekend,True
1102DT,30,55,False
1102DV,35,45,False
1102DW,35,65,False
1102DX,30,45,False
1102DZ,Onbekend,Onbekend,True
1102EA,35,60,False
1102EB,35,50,False
1102EC,40,60,False
1102ED,30,55,False
1102EE,45,80,False
1102EG,45,65,False
1102EH,30,45,False
1102EJ,25,45,False
1102EK,35,75,False
1102EM,25,65,False
1102EN,25,50,False
1102EP,40,70,False
1102ER,25,50,False
1102GA,30,65,False
1102GB,25,60,False
1102GC,30,65,False
1102GD,25,75,False
1102GE,40,80,False
1102GG,30,60,False
1102GH,25,50,False
1102GJ,20,45,False
1102GK,30,80,False
1102GL,35,80,False
1102GM,25,50,False
1102GN,25,50,False
1102GP,40,80,False
1102GR,25,65,False
1102HA,25,50,False
1102HB,25,40,False
1102HC,30,60,False
1102HD,20,50,False
1102HE,40,75,False
1102HG,25,55,False
1102HH,30,60,False
1102HJ,35,50,False
1102HK,20,50,False
1102HL,25,50,False
1102HM,35,70,False
1102HN,25,50,False
1102JA,10,25,True
1102JB,30,60,False
1102JC,20,45,False
1102JD,35,75,False
1102JE,45,95,False
1102JG,15,45,False
1102JH,35,90,False
1102JJ,5,15,True
1102JK,20,60,False
1102JL,20,45,False
1102JM,20,55,False
1102JN,30,55,False
1102JP,15,30,False
1102JR,25,70,False
1102JS,15,50,False
1102JT,Onbekend,Onbekend,True
1102JV,15,30,False
1102JW,80,185,False
1102JX,55,160,False
1102JZ,30,60,False
1102KA,470,1000,False
1102LA,510,1030,False
1102LB,Onbekend,Onbekend,True
1102MA,Onbekend,Onbekend,True
1102MB,Onbekend,Onbekend,True
1102ME,60,105,False
1102MG,Onbekend,Onbekend,True
1102MH,40,60,False
1102MJ,35,45,False
1102MK,Onbekend,Onbekend,True
1102ML,Onbekend,Onbekend,True
1102MV,115,115,False
1102MW,575,610,False
1102MX,545,580,False
1102MZ,30,45,False
1102NA,Onbekend,5,True
1102NB,35,60,False
1102NC,25,55,False
1102ND,40,60,False
1102NE,15,30,False
1102NG,15,30,False
1102NH,Onbekend,25,True
1102NJ,20,40,False
1102NK,25,55,False
1102NL,30,45,False
1102NM,20,35,False
1102NN,25,50,False
1102NP,25,40,False
1102PA,30,60,False
1102PB,35,60,False
1102PC,45,95,False
1102PE,60,130,False
1102PG,25,45,False
1102PH,20,35,False
1102PJ,Onbekend,Onbekend,True
1102PL,20,45,False
1102PN,20,50,False
1102PP,15,40,False
1102PR,20,40,False
1102PS,25,70,False
1102PT,25,45,False
1102RA,Onbekend,15,True
1102RB,20,20,False
1102RC,15,20,False
1102RD,20,25,False
1102RE,20,25,False
1102RG,15,15,False
1102RH,20,20,False
1102RJ,15,20,False
1102RK,10,10,True
1102RL,10,10,True
1102RM,10,120,True
1102RN,10,25,True
1102RP,25,35,False
1102RR,25,45,False
1102RS,50,60,False
1102RT,35,60,False
1102RV,30,55,False
1102RW,20,30,False
1102RX,15,35,False
1102RZ,110,175,False
1102SB,75,100,False
1102SC,210,330,False
1102SE,50,80,False
1102SG,40,80,False
1102SH,30,75,False
1102SJ,35,95,False
1102SK,30,65,False
1102SL,Onbekend,Onbekend,True
1102SM,Onbekend,Onbekend,True
1102SN,40,110,False
1102SP,55,140,False
1102SR,70,110,False
1102ST,65,105,False
1102SV,55,90,False
1102SW,55,85,False
1102SX,65,115,False
1102TA,60,100,False
1102TB,45,70,False
1102TC,70,105,False
1102TD,70,115,False
1102TE,45,75,False
1102TG,50,75,False
1102TH,75,120,False
1102TJ,50,110,False
1102TK,60,105,False
1102TL,75,110,False
1102TM,55,90,False
1102TN,40,70,False
1102TP,45,80,False
1102TR,75,125,False
1102TS,70,120,False
1102TT,65,105,False
1102TV,45,75,False
1102TW,55,90,False
1102TX,80,130,False
1102TZ,55,80,False
1102VA,55,95,False
1102VB,70,120,False
1102VC,65,120,False
1102VD,60,105,False
1102VE,50,80,False
1102VG,50,85,False
1102VH,40,70,False
1102VJ,20,45,False
1102VK,25,40,False
1102VL,30,45,False
1102VM,30,50,False
1102VN,35,50,False
1102VP,40,80,False
1102VR,20,40,False
1102VS,35,55,False
1102VT,40,75,False
1102VV,25,50,False
1102VW,45,95,False
1102VX,70,135,False
1102VZ,75,130,False
1102WB,65,120,False
1102WD,Onbekend,Onbekend,True
1102WE,15,35,False
1102WG,40,70,False
1102WH,15,45,False
1102WJ,45,75,False
1102WK,Onbekend,Onbekend,True
1102WL,40,70,False
1102WN,25,45,False
1102WP,35,65,False
1102WR,30,45,False
1102WS,30,45,False
1102WT,65,110,False
1102WV,55,95,False
1102WX,60,115,False
1102WZ,55,100,False
1102XA,65,105,False
1102XB,50,105,False
1102XC,55,85,False
1102XD,65,100,False
1102XE,30,60,False
1102XG,40,75,False
1102XH,35,65,False
1102XJ,25,45,False
1102XK,50,70,False
1102XL,45,75,False
1102XM,60,105,False
1102XN,35,55,False
1102XP,30,55,False
1102XR,45,70,False
1102XS,30,50,False
1102XT,40,65,False
1102XV,25,45,False
1102XW,35,55,False
1102XX,25,55,False
1102XZ,40,55,False
1102ZA,35,45,False
1102ZB,40,60,False
1102ZC,30,55,False
1102ZD,25,50,False
1102ZE,60,85,False
1102ZG,60,85,False
1102ZH,20,35,False
1102ZJ,40,60,False
1102ZK,25,35,False
1102ZL,35,50,False
1102ZM,30,45,False
1102ZN,40,65,False
1102ZP,40,55,False
1102ZR,40,55,False
1102ZS,40,65,False
1102ZT,35,70,False
1102ZV,25,55,False
1102ZW,35,65,False
1102ZX,35,55,False
1103AA,195,230,False
1103AB,Onbekend,10,True
1103AC,110,365,False
1103AD,Onbekend,Onbekend,True
1103AG,Onbekend,10,True
1103AH,20,45,False
1103AJ,25,80,False
1103AK,Onbekend,Onbekend,True
1103AM,45,105,False
1103AN,Onbekend,15,True
1103AP,25,70,False
1103AR,25,85,False
1103AS,40,115,False
1103AT,10,45,True
1103AV,90,270,False
1103AW,65,180,False
1103AX,15,40,False
1103AZ,25,70,False
1103BA,30,75,False
1103BB,45,125,False
1103BC,20,40,False
1103BD,20,30,False
1103BE,Onbekend,Onbekend,True
1103BG,560,960,False
1103BH,480,820,False
1103BJ,40,100,False
1103BK,25,35,False
1103BL,15,40,False
1103BM,15,40,False
1103BZ,Onbekend,Onbekend,True
1103CA,15,35,False
1103CB,20,30,False
1103CD,20,30,False
1103CE,25,35,False
1103CG,25,40,False
1103CH,25,40,False
1103CJ,20,35,False
1103CK,20,30,False
1103CL,30,35,False
1103CM,30,40,False
1103CN,20,30,False
1103CP,25,40,False
1103CR,30,45,False
1103CS,20,30,False
1103CT,20,35,False
1103CV,15,25,False
1103CW,20,30,False
1103CX,20,40,False
1103DA,20,50,False
1103DB,20,25,False
1103DC,20,45,False
1103DD,30,55,False
1103DE,15,35,False
1103DG,20,55,False
1103DH,40,90,False
1103DJ,20,40,False
1103DK,15,30,False
1103DL,20,40,False
1103DM,30,60,False
1103DN,25,55,False
1103DP,15,40,False
1103DR,45,85,False
1103DS,60,105,False
1103DT,35,60,False
1103DV,65,105,False
1103EA,25,45,False
1103EC,25,45,False
1103ED,25,45,False
1103EE,20,50,False
1103EG,25,50,False
1103EH,20,35,False
1103EJ,20,45,False
1103EK,25,55,False
1103EL,30,65,False
1103EM,25,50,False
1103EN,25,45,False
1103EP,25,65,False
1103ER,35,60,False
1103ES,25,50,False
1103ET,20,50,False
1103EV,25,50,False
1103EW,20,45,False
1103EX,15,35,False
1103EZ,20,45,False
1103GA,10,15,True
1103GG,25,30,False
1103GH,20,25,False
1103GJ,Onbekend,Onbekend,True
1103GL,15,30,False
1103GM,25,35,False
1103GR,Onbekend,Onbekend,True
1103GS,20,45,False
1103GT,15,25,False
1103GX,Onbekend,Onbekend,True
1103GZ,265,485,False
1103JL,40,75,False
1103JM,20,40,False
1103JN,25,50,False
1103JP,Onbekend,Onbekend,True
1103JT,150,230,False
1103JV,25,35,False
1103JW,15,20,False
1103JX,35,60,False
1103JZ,5,10,True
1103KA,20,35,False
1103KB,25,40,False
1103KC,20,25,False
1103KD,30,40,False
1103KE,35,45,False
1103KG,45,55,False
1103KH,35,45,False
1103KJ,30,40,False
1103KK,30,50,False
1103KL,30,40,False
1103KM,15,25,False
1103KN,40,65,False
1103KP,30,45,False
1103KR,20,35,False
1103KS,30,45,False
1103KT,25,45,False
1103KV,20,35,False
1103KW,20,30,False
1103KX,20,30,False
1103KZ,30,50,False
1103LA,25,40,False
1103LB,25,35,False
1103LC,30,40,False
1103LD,20,35,False
1103LE,25,35,False
1103LG,25,35,False
1103LH,20,35,False
1103LJ,25,35,False
1103LK,20,30,False
1103LL,20,35,False
1103LM,20,30,False
1103LN,20,30,False
1103LP,25,35,False
1103LR,30,40,False
1103LS,20,35,False
1103LT,20,30,False
1103LV,20,30,False
1103LW,20,30,False
1103LX,30,35,False
1103LZ,25,40,False
1103MA,45,115,False
1103MB,40,90,False
1103MC,5,15,True
1103MD,5,15,True
1103ME,30,60,False
1103MG,55,120,False
1103MH,25,45,False
1103MJ,Onbekend,Onbekend,True
1103MK,30,70,False
1103ML,5,20,True
1103MN,35,50,False
1103MP,15,40,False
1103MR,35,60,False
1103MS,45,115,False
1103MT,35,60,False
1103MV,30,55,False
1103MX,30,55,False
1103MZ,25,40,False
1103NA,20,25,False
1103NB,25,45,False
1103PA,30,35,False
1103PB,25,30,False
1103PC,30,35,False
1103PD,25,30,False
1103PE,30,30,False
1103PG,25,30,False
1103PH,30,35,False
1103PJ,25,30,False
1103PK,30,35,False
1103PL,30,35,False
1103PM,30,35,False
1103PN,30,35,False
1103PP,30,60,False
1103PR,25,60,False
1103PS,15,25,False
1103PT,20,45,False
1103PV,25,55,False
1103PW,25,55,False
1103PX,25,45,False
1103PZ,25,50,False
1103RA,85,165,False
1103RB,15,35,False
1103RC,25,50,False
1103RD,20,40,False
1103RE,30,55,False
1103RG,30,60,False
1103RH,25,70,False
1103RJ,20,50,False
1103RK,10,20,True
1103RL,35,90,False
1103RM,40,90,False
1103RN,35,70,False
1103RP,Onbekend,Onbekend,True
1103RR,Onbekend,Onbekend,True
1103SB,5,15,True
1103SC,95,185,False
1103SE,80,190,False
1103SG,80,185,False
1103SH,55,120,False
1103SJ,15,40,False
1103SK,150,250,False
1103SL,25,55,False
1103SM,20,50,False
1103TA,95,175,False
1103TB,20,50,False
1103TC,20,35,False
1103TD,25,40,False
1103TE,35,80,False
1103TG,15,50,False
1103TH,20,40,False
1103TJ,15,40,False
1103TK,20,30,False
1103TL,35,80,False
1103TM,10,20,True
1103TN,10,20,True
1103TP,25,65,False
1103TR,5,15,True
1103TS,10,25,True
1103TT,65,125,False
1103TV,30,50,False
1103TW,95,155,False
1103TX,35,55,False
1104BB,Onbekend,Onbekend,True
1104BC,Onbekend,225,True
1104CA,425,910,False
1104CD,Onbekend,Onbekend,True
1104CE,Onbekend,Onbekend,True
1104CH,Onbekend,Onbekend,True
1104DA,45,125,False
1104DB,40,115,False
1104DC,30,75,False
1104DD,Onbekend,Onbekend,True
1104DE,25,55,False
1104DG,15,30,False
1104DH,30,85,False
1104DJ,Onbekend,Onbekend,True
1104DK,20,40,False
1104DL,45,90,False
1104DM,25,45,False
1104DN,70,180,False
1104DP,25,40,False
1104EA,670,985,False
1104GA,25,55,False
1104GB,35,55,False
1104GC,25,60,False
1104GD,25,55,False
1104GE,25,55,False
1104GG,25,55,False
1104GH,30,70,False
1104GJ,25,45,False
1104GK,35,70,False
1104GL,25,45,False
1104GM,20,40,False
1104GN,20,40,False
1104GP,30,55,False
1104GR,35,80,False
1104GS,20,50,False
1104GT,30,60,False
1104GV,25,60,False
1104GW,30,60,False
1104GX,35,70,False
1104GZ,30,55,False
1104HA,20,45,False
1104HB,30,55,False
1104HC,20,35,False
1104HD,40,65,False
1104HE,30,75,False
1104HG,30,65,False
1104HH,25,60,False
1104HJ,20,45,False
1104HL,80,250,False
1104HM,5,15,True
1104HN,65,155,False
1104HP,75,200,False
1104HR,65,145,False
1104HS,30,80,False
1104HT,70,140,False
1104HV,70,150,False
1104HW,65,145,False
1104HX,50,125,False
1104JA,25,25,False
1104JB,30,30,False
1104JC,30,30,False
1104JD,30,35,False
1104JE,30,30,False
1104JG,30,35,False
1104JJ,35,35,False
1104JK,30,30,False
1104JL,30,35,False
1104JM,30,30,False
1104JN,30,35,False
1104KB,175,315,False
1104KC,Onbekend,Onbekend,True
1104KD,170,335,False
1104KE,Onbekend,Onbekend,True
1104KG,175,365,False
1104KJ,165,320,False
1104KK,65,170,False
1104KM,Onbekend,Onbekend,True
1104KN,30,85,False
1104KP,25,80,False
1104KR,40,95,False
1104KT,35,135,False
1104KV,Onbekend,Onbekend,True
1104KW,Onbekend,Onbekend,True
1104KX,Onbekend,Onbekend,True
1104KZ,Onbekend,Onbekend,True
1104LA,35,55,False
1104LB,25,70,False
1104LC,30,55,False
1104LD,25,55,False
1104LE,30,60,False
1104LG,40,85,False
1104LH,30,75,False
1104LJ,40,75,False
1104LK,35,65,False
1104LL,30,55,False
1104LM,25,50,False
1104LN,25,40,False
1104LP,25,70,False
1104LR,20,45,False
1104LS,25,70,False
1104LT,20,45,False
1104LV,20,50,False
1104MA,40,80,False
1104MB,55,90,False
1104MC,30,40,False
1104MD,30,45,False
1104ME,25,55,False
1104MG,5,10,True
1104MH,15,35,False
1104MJ,35,80,False
1104MK,55,85,False
1104ML,60,100,False
1104MM,245,585,False
1104MN,35,50,False
1104MP,30,60,False
1104MR,20,35,False
1104MS,5,10,True
1104MT,45,70,False
1104MV,50,75,False
1104MX,25,40,False
1104MZ,20,45,False
1104NA,35,60,False
1104NB,130,135,False
1104NC,10,10,True
1104ND,5,5,True
1104NE,20,20,False
1104NG,25,30,False
1104NH,20,20,False
1104NJ,30,35,False
1104NK,20,20,False
1104NL,30,35,False
1104NM,20,20,False
1104NN,35,40,False
1104NP,Onbekend,Onbekend,True
1104NS,45,75,False
1104NT,60,85,False
1104NV,45,80,False
1104NW,50,75,False
1104NX,20,40,False
1104NZ,45,50,False
1104PA,50,75,False
1104PB,35,70,False
1104PC,30,55,False
